INDEX_NAME,AS_OF_DATE,CUSIP,ISIN_NUMBER,DESCRIPTION,CASH_VALUE,TICKER,PAR_WTD_COUPON,CURRENT_COUPON,MATURITY_DATE,MATURITY_WAL,YRS_TO_WORST,RATING,ISO_CURRENCY,ISO_COUNTRY,ML_INDUSTRY_LVL_1,ML_INDUSTRY_LVL_2,ML_INDUSTRY_LVL_3,ML_INDUSTRY_LVL_4,MLINDLVL1_CODE,MLINDLVL2_CODE,MLINDLVL3_CODE,MLINDLVL4_CODE,MKT_INDEX_WGHT,PREVMEND_MKT_INDEX_WGHT,PAR_INDEX_WGHT,CASH,SEMI_MOD_DURATION,SEMI_MOD_DUR_TO_WORST,EFF_DUR,PREVMEND_EFF_DUR,MOD_DUR_TO_WORST,PREVMEND_MOD_DUR_TO_WORST,MODIFIED_DUR,MACAULAY_DUR,EFF_CONVEXITY,SEMI_CONVEXITY_TO_WORST,CONVEXITY_TO_WORST,SEMI_CONVEXITY,CONVEXITY,FACTOR,WAC,WAM,WALA,CPR,DESCRIPTION2,TYPE,SPREAD_DURATION,MUNI_STATE,KDR_TRSY_6_MOS,KDR_TRSY_2_YRS,KDR_TRSY_5_YRS,KDR_TRSY_10_YRS,KDR_TRSY_20_YRS,KDR_TRSY_30_YRS,KDR_TRSY_50_YRS,KDR_SWAP_6_MOS,KDR_SWAP_2_YRS,KDR_SWAP_5_YRS,KDR_SWAP_10_YRS,KDR_SWAP_20_YRS,KDR_SWAP_30_YRS,KDR_SWAP_50_YRS,PRINCIPAL_CASH,INTEREST_CASH,REDEMPTION_CASH,ANNOUNCE_DATE,GEO_REGION,MTY_TYPE,TRR_INDEX_VAL_LOC,TRR_1_DAY_LOC,TRR_1_WEEK_LOC,TRR_1_MONTH_LOC,TRR_3_MONTH_LOC,TRR_6_MONTH_LOC,TRR_12_MONTH_LOC,TRR_MTD_LOC,TRR_QTD_LOC,TRR_YTD_LOC,PRR_INDEX_VAL_LOC,PRR_MTD_LOC,EXCESS_RTN_1_DAY,EXCESS_RTN_1_WEEK,EXCESS_RTN_1_MONTH,EXCESS_RTN_3_MONTH,EXCESS_RTN_6_MONTH,EXCESS_RTN_12_MONTH,EXCESS_RTN_MTD,EXCESS_RTN_QTD,EXCESS_RTN_YTD,EXCESS_SWAP_RTN_MTD,PAYDOWN_RETURN_MTD,ASSET_SWAP,PREVMEND_ASSETSWP,ASSETSWP_1_DAY_CHGE,ASSETSWP_1_WK_CHGE,ASSETSWP_1_MTH_CHGE,ASSETSWP_3_MTH_CHGE,ASSETSWP_12_MTH_CHGE,ASSETSWP_MTD_CHGE,ASSETSWP_QTD_CHGE,ASSETSWP_YTD_CHGE,OAS,PREVMEND_OAS,OAS_1_DAY_CHANGE,OAS_1_WEEK_CHANGE,OAS_1_MO_CHANGE,OAS_3_MO_CHANGE,OAS_12_MO_CHANGE,OAS_MTD_CHANGE,OAS_QTD_CHANGE,OAS_YTD_CHANGE,EFFECTIVE_YIELD,PREVMEND_EFF_YIELD,SEMI_YLD_TO_WORST,YLD_TO_WORST,PREVMEND_YLD_TO_WORST,YLD_TO_MATURITY,BOND_EQUIV_YTM,YIELD_TO_NEXT_CALL,PREVMEND_PRICE,PRICE,ACCRUED_INTEREST,PREVMEND_ACCRUED_INTEREST,SPREAD_TO_WORST,SPRD_TO_WORST_1_DAY_CHG,SPRD_TO_WORST_1_WK_CHGE,SPRD_TO_WORST_1_MTH_CHGE,SPRD_TO_WORST_3_MTH_CHGE,SPRD_TO_WORST_12_MTH_CHGE,SPRD_TO_WORST_MTD_CHGE,SPRD_TO_WORST_QTD_CHGE,SPRD_TO_WORST_YTD_CHGE,LIBOROAS,MARKET_CONVENTION_PRICE,FACE_VALUE_LOC,FULL_MARKET_VALUE_LOC,FACE_VALUE_PREVMEND_LOC
H0A0,9/1/2023,36168QAK,US36168QAK04,GFL Environmental Inc.,0,GFLCN,3.75,3.75,8/1/2025,1.914,1.914,BB3,USD,CA,Corporate,Industrials,Services,Environmental,CORP,INDU,Serv,Evir,0.05876,0.05875,0.05581,0,1.8,1.8,1.752,1.752,1.8,1.802,1.8,1.858,-0.052,0.042,0.042,0.042,0.042,1,,,,,ICE BofA US High Yield Index,SECR,1.728,,0.131,1.594,0.019,0,0,0,0,0.14,1.576,0.018,0,0,0,0,0,0,0,8/24/2020,Americas,Call:MakeW,105.889,0.001,0.392,0.072,0.979,3.257,6.42,0.001,0.717,3.385,94.519,-0.01,0.033,0.08,-0.338,0.841,1.082,5.383,0.033,-0.008,1.586,0.015,0,153,154,-1,-1,25,-29,-125,-1,16,-18,153,155,-2,-2,27,-23,-131,-2,17,-21,6.444,6.433,6.456,6.456,6.447,6.456,6.456,99.99,95.206,95.196,0.322917,0.313,152,-3,-4,23,-28,-133,-3,11,-25,161,95.196,750,716.3933,750
H0A0,9/1/2023,36168QAL,US36168QAL86,GFL Environmental Inc.,0,GFLCN,4,4,8/1/2028,4.914,4.914,B3,USD,CA,Corporate,Industrials,Services,Environmental,CORP,INDU,Serv,Evir,0.05502,0.05511,0.0558,0,4.321,4.321,4.053,4.036,4.321,4.325,4.321,4.464,0.02,0.219,0.219,0.219,0.219,1,,,,,ICE BofA US High Yield Index,SENR,3.866,,0.001,0.385,3.628,0.019,0,0,0,0.002,0.38,3.633,0.02,0,0,0,0,0,0,11/23/2020,Americas,Call:MakeW,100.773,-0.17,0.422,0.38,0.519,5.012,10.869,-0.17,0.417,7.279,89.522,-0.183,0.041,-0.171,0.302,2,3.175,11.433,0.041,0.462,6.253,0.016,0,227,227,0,6,-2,-29,-150,0,3,-89,220,221,-1,5,-2,-34,-176,-1,-1,-99,6.561,6.51,6.632,6.632,6.589,6.632,6.632,99.99,89.272,89.108,0.344444,0.333,227,-1,5,-4,-37,-170,-1,-5,-96,246,89.108,749.885,670.7903,749.885
H0A0,9/1/2023,36168QAM,US36168QAM69,GFL Environmental Inc.,0,GFLCN,3.5,3.5,9/1/2028,5,5,BB3,USD,CA,Corporate,Industrials,Services,Environmental,CORP,INDU,Serv,Evir,0.05433,0.05434,0.05581,0,4.459,4.459,4.389,4.388,4.459,4.461,4.459,4.598,0.203,0.231,0.231,0.231,0.231,1,,,,,ICE BofA US High Yield Index,SECR,4.376,,-0.003,0.092,4.253,0.04,0,0,0,-0.001,0.098,4.244,0.04,0,0,0,0,0,0,12/21/2020,Americas,Call:MakeW,95.937,-0.021,0.89,0.028,-0.283,3.836,6.51,-0.021,-0.104,3.135,86.811,-0.032,0.221,0.26,0.011,1.488,2.13,7.308,0.221,0.089,2.295,0.196,0,199,203,-4,-3,4,-20,-84,-4,6,-17,190,194,-4,-5,4,-21,-97,-4,6,-16,6.245,6.236,6.26,6.26,6.251,6.26,6.26,6.542,88.34,88.312,0.009722,0,190,-5,-6,3,-23,-98,-5,4,-18,215,88.312,750,662.4119,750
H0A0,9/1/2023,36168QAN,US36168QAN43,GFL Environmental Inc.,0,GFLCN,4.75,4.75,6/15/2029,5.788,5.788,B3,USD,CA,Corporate,Industrials,Services,Environmental,CORP,INDU,Serv,Evir,0.05628,0.05634,0.05581,0,4.866,4.866,4.361,4.339,4.866,4.87,4.866,5.031,-0.035,0.283,0.283,0.283,0.283,1,,,,,ICE BofA US High Yield Index,SENR,4.052,,0.006,0.388,3.417,0.542,0,0,0,0.008,0.386,3.422,0.546,0,0,0,0,0,0,6/8/2021,Americas,Call:MakeW,97.956,-0.119,0.126,0.175,0.278,4.8,10.783,-0.119,-0.095,6.978,87.779,-0.134,0.128,-0.447,0.171,1.908,3.105,11.679,0.128,0.108,6.08,0.095,0,236,238,-2,12,4,-24,-149,-2,8,-78,230,233,-3,12,3,-30,-171,-3,9,-87,6.601,6.563,6.766,6.766,6.738,6.766,6.766,21.452,90.592,90.469,1.015972,1.003,247,-4,10,-3,-35,-159,-4,-2,-81,257,90.469,750,686.1393,750
H0A0,9/1/2023,36168QAP,US36168QAP90,GFL Environmental Inc.,0,GFLCN,4.375,4.375,8/15/2029,5.952,5.952,B3,USD,CA,Corporate,Industrials,Services,Environmental,CORP,INDU,Serv,Evir,0.03989,0.03999,0.04093,0,5.069,5.069,4.71,4.69,5.069,5.074,5.069,5.242,0.088,0.303,0.303,0.303,0.303,1,,,,,ICE BofA US High Yield Index,SENR,4.469,,0.005,0.24,3.689,0.768,0,0,0,0.007,0.235,3.7,0.778,0,0,0,0,0,0,8/10/2021,Americas,Call:MakeW,96.859,-0.245,0.003,-0.432,0.079,4.48,10.32,-0.245,-0.083,7.522,87.962,-0.258,0.035,-0.581,-0.374,1.929,2.847,11.425,0.035,0.257,6.711,-0.002,0,247,247,0,14,16,-23,-130,0,7,-83,244,244,0,15,13,-27,-154,0,4,-92,6.719,6.658,6.814,6.814,6.762,6.814,6.814,20.815,88.452,88.223,0.206597,0.194,253,-1,12,9,-31,-148,-1,-3,-88,270,88.223,550,486.3639,550
H0A0,9/1/2023,36170JAA,US36170JAA43,Ggam Finance Ltd.,0,GGAMFI,8,8,6/15/2028,4.788,4.286,BB3,USD,US,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,CORP,FNCL,FinS,CFin,0.0508,0.05081,0.04465,0,3.857,3.519,0.277,0.28,3.519,3.522,3.857,4.005,0.003,0.154,0.154,0.185,0.185,1,,,,,ICE BofA US High Yield Index,SENR,0.28,,0.277,0,0,0,0,0,0,0.277,0,0,0,0,0,0,0,0,0,6/8/2023,Americas,Call:MakeW,102.634,-0.047,0.613,0.254,,,,-0.047,2.634,,101.287,-0.068,-0.077,0.497,-0.216,,,,-0.077,1.806,,-0.066,0,-134,-147,13,-108,35,-385,,13,-282,,-217,-239,22,-179,7,-452,,22,-367,,2.216,1.942,7.62,7.62,7.601,7.654,7.654,7.62,101.415,101.344,1.866667,1.844,319,-3,0,5,-124,,-3,-53,,-222,101.344,600,619.267,600
H0A0,9/1/2023,36170JAB,US36170JAB26,Ggam Finance Ltd.,0,GGAMFI,7.75,7.75,5/15/2026,2.702,2.205,BB3,USD,US,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,CORP,FNCL,FinS,CFin,0.03342,0.03339,0.02977,0,2.357,1.957,2.123,2.125,1.957,1.959,2.357,2.448,-0.011,0.05,0.05,0.071,0.071,1,,,,,ICE BofA US High Yield Index,SENR,2.076,,0.022,1.783,0.318,0,0,0,0,0.023,1.781,0.294,0,0,0,0,0,0,0,6/8/2023,Americas,Call:MakeW,100.97,0.062,-0.26,0.188,,,,0.062,0.97,,99.673,0.041,0.125,-0.628,-0.179,,,,0.125,0.347,,0.097,0,286,290,-4,33,18,-96,,-4,5,,277,283,-6,33,20,-87,,-6,9,,7.477,7.494,7.723,7.723,7.744,7.728,7.728,7.723,99.998,100.04,1.808333,1.787,288,-6,33,21,-108,,-6,8,,293,100.04,400,407.3949,400
H0A0,9/1/2023,362333AH,US362333AH94,Verizon Florida Incorporated,0,FYBR,6.86,6.86,2/1/2028,4.419,4.419,B1,USD,US,Corporate,Industrials,Telecommunications,Telecom - Wireline Integrated & Services,CORP,INDU,TCom,TInt,0.02319,0.02318,0.02232,0,3.68,3.68,3.663,3.664,3.68,3.683,3.68,3.839,0.164,0.165,0.165,0.165,0.165,1,,,,,ICE BofA US High Yield Index,SENR,3.686,,0.021,0.778,2.864,0,0,0,0,0.022,0.784,2.851,0,0,0,0,0,0,0,2/3/1998,Americas,Bullet,100.816,0.022,1.445,2.541,7.548,5.59,7.082,0.022,7.012,6.78,86.672,0.002,0.2,0.886,2.401,8.755,3.705,7.171,0.2,6.921,5.655,0.175,0,423,428,-5,-17,-47,-169,-56,-5,-134,-57,418,423,-5,-21,-54,-197,-60,-5,-160,-62,8.614,8.614,8.614,8.614,8.614,8.614,8.614,,93.658,93.66,0.590722,0.572,420,-5,-21,-54,-198,-58,-5,-161,-61,443,93.66,300,282.7522,300
H0A0,9/1/2023,36237HAA,US36237HAA95,G III Apparel Group Ltd,0,GIII,7.875,7.875,8/15/2025,1.952,1.952,B1,USD,US,Corporate,Industrials,Retail,Specialty Retail,CORP,INDU,Retl,Spec,0.03231,0.03226,0.02977,0,1.762,1.762,1.434,1.445,1.762,1.764,1.762,1.841,-0.183,0.041,0.041,0.041,0.041,1,,,,,ICE BofA US High Yield Index,SECR,1.35,,0.316,1.098,0.013,0,0,0,0,0.339,1.051,0.011,0,0,0,0,0,0,0,8/7/2020,Americas,Call:MakeW,123.917,0.142,0.499,0.52,5.918,8.514,7.725,0.142,2.458,10.859,98.701,0.12,0.148,0.248,0.089,5.703,6.366,6.331,0.148,1.698,8.971,0.143,0,369,379,-10,-14,40,-265,-82,-10,-45,-264,378,389,-11,-15,16,-266,-81,-11,-63,-279,8.691,8.769,8.943,8.943,9.009,8.943,8.943,99.99,98,98.118,0.371875,0.35,402,-10,-9,10,-244,-80,-10,-58,-256,384,98.118,400,393.9579,400
H0A0,9/1/2023,36257BAA,US36257BAA70,GW B-Credit Security Corporation,0,GWCN,9.5,9.5,11/1/2027,4.167,4.167,CCC1,USD,CA,Corporate,Industrials,Services,Support-Services,CORP,INDU,Serv,Supp,0.04955,0.04951,0.04497,0,3.244,3.244,2.337,2.334,3.244,3.246,3.244,3.413,-0.318,0.135,0.135,0.135,0.135,1,,,,,ICE BofA US High Yield Index,SENR,2.061,,0.176,1.061,1.106,0,0,0,0,0.19,1.053,1.031,0,0,0,0,0,0,0,10/30/2019,Americas,Call:MakeW,131.625,0.068,0.328,-0.237,4.598,5.702,18.347,0.068,1.794,7.164,93.394,0.041,0.143,-0.004,-0.562,5.063,3.844,17.407,0.143,1.279,5.439,0.125,0,506,510,-4,1,43,-160,-318,-4,-29,-63,545,550,-5,5,54,-138,-316,-5,-10,-45,9.924,9.932,10.472,10.472,10.484,10.472,10.472,99.99,96.72,96.761,3.193055,3.167,602,-7,9,27,-119,-263,-7,-18,-43,566,96.761,604.377,604.0974,604.377
H0A0,9/1/2023,36261NAA,US36261NAA54,Gyp Holdings III Corporation,0,GMS,4.625,4.625,5/1/2029,5.664,5.664,B2,USD,US,Corporate,Industrials,Services,Support-Services,CORP,INDU,Serv,Supp,0.02571,0.02573,0.02605,0,4.741,4.741,4.451,4.442,4.741,4.744,4.741,4.912,0.072,0.27,0.27,0.27,0.27,1,,,,,ICE BofA US High Yield Index,SENR,4.249,,0.006,0.233,3.689,0.512,0,0,0,0.008,0.228,3.703,0.52,0,0,0,0,0,0,4/22/2021,Americas,Call:MakeW,99.188,-0.084,0.679,-0.405,2.467,5.553,9.892,-0.084,0.883,10.835,87.995,-0.098,0.173,0.094,-0.393,4.257,3.961,10.849,0.173,1.141,10.102,0.141,0,284,287,-3,1,15,-68,-118,-3,-12,-129,287,290,-3,0,17,-76,-137,-3,-14,-150,7.171,7.145,7.244,7.244,7.222,7.244,7.244,29.131,88.088,88,1.554514,1.542,294,-4,-1,11,-75,-133,-4,-18,-144,313,88,350,313.4408,350
H0A0,9/1/2023,36262BAA,US36262BAA08,GPS Hospitality Holding Co LLC / GPS Finco Inc.,0,GPSHOH,7,7,8/15/2028,4.952,4.952,CCC1,USD,US,Corporate,Industrials,Retail,Restaurants,CORP,INDU,Retl,Rest,0.02228,0.02227,0.02977,0,3.754,3.754,3.74,3.742,3.754,3.756,3.754,4.071,0.176,0.177,0.177,0.177,0.177,1,,,,,ICE BofA US High Yield Index,SENR,3.762,,0.037,0.251,3.426,0.026,0,0,0,0.039,0.26,3.411,0.026,0,0,0,0,0,0,8/18/2021,Americas,Call:MakeW,84.272,0.029,0.334,3.239,10.554,12.772,18.036,0.029,5.938,14.775,69.597,0,0.223,-0.195,3.134,11.754,10.899,17.9,0.223,5.914,13.479,0.202,0,1011,1015,-4,10,-32,-124,-38,-4,-55,-46,1253,1259,-6,11,-58,-220,-102,-6,-101,-110,16.928,16.924,16.928,16.928,16.924,16.928,16.928,59.52,67.565,67.565,0.330556,0.311,1257,-5,11,-59,-222,-99,-5,-103,-109,1278,67.565,400,271.5816,400
H0A0,9/1/2023,36474GAA,US36474GAA31,Gannett Holdings Llc,0,GCI,6,6,11/1/2026,3.167,3.167,BB3,USD,US,Corporate,Industrials,Media,Printing & Publishing,CORP,INDU,Medi,Prnt,0.02309,0.02308,0.02386,0,2.688,2.688,2.679,2.681,2.688,2.69,2.688,2.842,0.09,0.09,0.09,0.09,0.09,1,,,,,ICE BofA US High Yield Index,SECR,2.69,,0.015,1.627,1.037,0,0,0,0,0.016,1.625,1.033,0,0,0,0,0,0,0,10/15/2021,Americas,Call:MakeW,97.914,0.019,-0.219,0.32,4.811,5.514,18.05,0.019,2.994,10.198,86.338,0,0.119,-0.659,0.024,5.395,3.675,17.662,0.119,2.543,8.899,0.091,0,640,643,-3,26,16,-106,-188,-3,-37,-88,686,690,-4,30,20,-126,-258,-4,-47,-118,11.479,11.475,11.479,11.479,11.475,11.479,11.479,99.99,85.78,85.78,2.016667,2,687,-4,30,19,-128,-257,-4,-48,-117,708,85.78,320.581,281.4594,320.581
H0A0,9/1/2023,364760AP,US364760AP35,The Gap Inc,0,GPS,3.625,3.625,10/1/2029,6.081,6.081,BB3,USD,US,Corporate,Industrials,Retail,Specialty Retail,CORP,INDU,Retl,Spec,0.04784,0.04776,0.05581,0,5.081,5.081,5.05,5.049,5.081,5.082,5.081,5.303,0.305,0.308,0.308,0.308,0.308,1,,,,,ICE BofA US High Yield Index,SENR,5.09,,0.002,-0.003,3.946,1.104,0,0,0,0.004,0.009,3.935,1.096,0,0,0,0,0,0,9/27/2021,Americas,Call:MakeW,83.538,0.161,2.833,2.875,8.271,7.365,18.463,0.161,8.661,11.609,76.401,0.149,0.482,2.205,3.034,10.428,5.971,19.971,0.482,9.246,11.16,0.438,0,402,409,-7,-28,-37,-124,-155,-7,-111,-91,447,456,-9,-41,-52,-170,-232,-9,-157,-129,8.744,8.771,8.744,8.744,8.771,8.744,8.744,33.025,76.128,76.244,1.520486,1.51,447,-9,-42,-52,-171,-233,-9,-158,-130,472,76.244,750,583.2308,750
H0A0,9/1/2023,364760AQ,US364760AQ18,The Gap Inc,0,GPS,3.875,3.875,10/1/2031,8.081,8.081,BB3,USD,US,Corporate,Industrials,Retail,Specialty Retail,CORP,INDU,Retl,Spec,0.04573,0.04557,0.05581,0,6.362,6.362,6.328,6.321,6.362,6.36,6.362,6.637,0.488,0.493,0.493,0.493,0.493,1,,,,,ICE BofA US High Yield Index,SENR,6.379,,0.007,0.029,2.422,3.869,0,0,0,0.009,0.041,2.434,3.837,0,0,0,0,0,0,9/27/2021,Americas,Call:MakeW,80.391,0.339,2.729,2.744,5.968,6.366,11.483,0.339,7.074,8.026,72.947,0.325,0.833,2.186,3.286,8.783,5.482,14.253,0.833,8.475,8.078,0.739,0,389,398,-9,-20,-30,-80,-78,-9,-79,-45,443,456,-13,-33,-46,-114,-125,-13,-117,-66,8.636,8.685,8.636,8.636,8.685,8.636,8.636,15.936,72.466,72.706,1.625347,1.615,443,-13,-34,-46,-115,-126,-13,-119,-66,468,72.706,750,557.4847,750
H0A0,9/1/2023,36485MAK,US36485MAK53,Garda World Security Corporation,0,GWCN,4.625,4.625,2/15/2027,3.461,3.461,B1,USD,CA,Corporate,Industrials,Services,Support-Services,CORP,INDU,Serv,Supp,0.04347,0.04334,0.04241,0,3.105,3.105,2.873,2.89,3.105,3.106,3.105,3.213,-0.031,0.116,0.116,0.116,0.116,1,,,,,ICE BofA US High Yield Index,SECR,2.697,,0.021,1.603,1.25,0,0,0,0,0.023,1.597,1.232,0,0,0,0,0,0,0,1/30/2020,Americas,Call:MakeW,111.278,0.283,0.943,1.238,2.576,6.664,10.977,0.283,2.199,8.59,93.704,0.269,0.395,0.491,0.962,3.284,4.685,10.735,0.395,1.796,7.222,0.365,0,240,252,-12,-17,-24,-87,-185,-12,-42,-143,232,247,-15,-19,-31,-95,-206,-15,-51,-157,6.881,6.979,7.022,7.022,7.106,7.022,7.022,99.99,92.511,92.76,0.218403,0.206,247,-13,-12,-24,-87,-192,-13,-44,-144,256,92.76,569.945,529.9261,569.945
H0A0,9/1/2023,36485MAL,US36485MAL37,Garda World Security Corporation,0,GWCN,6,6,6/1/2029,5.75,5.75,CCC1,USD,CA,Corporate,Industrials,Services,Support-Services,CORP,INDU,Serv,Supp,0.03405,0.03403,0.03721,0,4.521,4.521,4.499,4.499,4.521,4.524,4.521,4.755,0.253,0.253,0.253,0.253,0.253,1,,,,,ICE BofA US High Yield Index,SENR,4.531,,0.02,0.108,3.721,0.649,0,0,0,0.022,0.119,3.709,0.644,0,0,0,0,0,0,6/1/2021,Americas,Call:MakeW,95.82,0.053,1.071,-1.143,3.565,3.288,13.654,0.053,0.695,5.373,82.376,0.033,0.32,0.464,-1.09,5.401,1.764,14.62,0.32,1.049,4.675,0.286,0,554,560,-6,-4,25,-65,-104,-6,-3,-7,603,610,-7,-8,34,-81,-148,-7,-2,-6,10.345,10.351,10.345,10.345,10.351,10.345,10.345,40.872,81.475,81.502,1.516667,1.5,605,-7,-9,33,-82,-147,-7,-4,-6,628,81.502,500,415.0937,500
H0A0,9/1/2023,36485MAM,US36485MAM10,Garda World Security Corporation,0,GWCN,7.75,7.75,2/15/2028,4.458,4.458,B1,USD,CA,Corporate,Industrials,Services,Support-Services,CORP,INDU,Serv,Supp,0.03269,0.03267,0.02977,0,3.687,3.687,3.071,3.063,3.687,3.69,3.687,3.834,-0.166,0.167,0.167,0.167,0.167,1,,,,,ICE BofA US High Yield Index,SECR,2.827,,0.058,1.169,1.844,0,0,0,0,0.065,1.18,1.794,0,0,0,0,0,0,0,1/30/2023,Americas,Call:MakeW,102.388,0.019,0.858,0.859,1.459,5.3,,0.019,1.273,,97.911,-0.003,0.147,0.407,0.619,2.149,3.2,,0.147,0.946,,0.121,0,331,335,-4,-14,3,-36,,-4,0,,315,320,-5,-14,-11,-44,,-5,-11,,7.581,7.578,7.951,7.951,7.95,7.951,7.951,10.847,99.256,99.254,0.365972,0.344,354,-5,-7,-12,-50,,-5,-17,,339,99.254,400,398.4779,400
H0A0,9/1/2023,365417AA,US365417AA28,Garden SpinCo Corp,0,NEOG,8.625,8.625,7/20/2030,6.883,3.883,B1,USD,US,Corporate,Industrials,Healthcare,Medical Products,CORP,INDU,Hcar,HDev,0.03094,0.03093,0.02605,0,5.151,3.258,3.961,3.951,3.258,3.261,5.151,5.341,-0.066,0.132,0.132,0.335,0.335,1,,,,,ICE BofA US High Yield Index,SENR,3.691,,0.028,0.774,2.598,0.566,0,0,0,0.03,0.789,2.582,0.547,0,0,0,0,0,0,7/20/2022,Americas,Call:MakeW,110.738,0.022,-0.089,-0.692,-0.31,5.691,8.304,0.022,0.657,6.11,101.581,0,0.236,-0.622,-0.761,1.03,3.954,8.768,0.236,0.709,5.132,0.2,0,257,263,-6,18,24,-11,-128,-6,-2,-70,226,232,-6,18,25,-12,-132,-6,-9,-75,6.529,6.518,7.09,7.09,7.091,7.353,7.353,7.09,106.762,106.762,1.00625,0.982,260,-5,20,33,-4,-127,-5,-1,-94,253,106.762,350,377.1889,350
H0A0,9/1/2023,366651AC,US366651AC11,Gartner Inc.,0,IT,4.5,4.5,7/1/2028,4.831,4.831,BB1,USD,US,Corporate,Industrials,Services,Support-Services,CORP,INDU,Serv,Supp,0.06177,0.06168,0.05953,0,4.214,4.214,3.535,3.537,4.214,4.216,4.214,4.343,-0.166,0.211,0.211,0.211,0.211,1,,,,,ICE BofA US High Yield Index,SENR,3.208,,0.015,0.773,2.729,0.003,0,0,0,0.02,0.785,2.686,0.002,0,0,0,0,0,0,6/22/2020,Americas,Call:MakeW,106.521,0.136,1.853,0.714,0.093,3.957,6.141,0.136,0.76,3.395,92.41,0.122,0.306,1.325,0.555,1.133,1.976,6.095,0.306,0.62,2.015,0.279,0,159,166,-7,-34,-11,-12,-90,-7,-8,-18,145,154,-9,-38,-11,-17,-100,-9,-8,-16,5.822,5.851,6.104,6.104,6.132,6.104,6.104,99.99,93.254,93.369,0.7625,0.75,173,-9,-29,-12,-30,-95,-9,-15,-25,171,93.369,800,753.0502,800
H0A0,9/1/2023,366651AE,US366651AE76,Gartner Inc.,0,IT,3.75,3.75,10/1/2030,7.081,7.081,BB1,USD,US,Corporate,Industrials,Services,Support-Services,CORP,INDU,Serv,Supp,0.05793,0.05768,0.05953,0,5.921,5.921,5.542,5.553,5.921,5.919,5.921,6.101,0.228,0.416,0.416,0.416,0.416,1,,,,,ICE BofA US High Yield Index,SENR,5.271,,0,0.094,3.405,2.035,0,0,0,0.002,0.096,3.417,2.053,0,0,0,0,0,0,9/28/2020,Americas,Call:MakeW,96.443,0.407,2.26,0.862,-0.737,4.919,6.511,0.407,0.28,3.43,85.912,0.395,0.79,1.662,1.148,1.672,3.702,8.545,0.79,1.127,3.155,0.73,0,184,196,-12,-24,-14,-19,-85,-12,-12,-24,178,192,-14,-30,-19,-20,-101,-14,-16,-25,6.002,6.076,6.089,6.089,6.155,6.089,6.089,11.975,86.356,86.703,1.572917,1.563,186,-14,-28,-19,-24,-100,-14,-19,-28,204,86.703,800,706.2068,800
H0A0,9/1/2023,366651AG,US366651AG25,Gartner Inc.,0,IT,3.625,3.625,6/15/2029,5.788,5.788,BB1,USD,US,Corporate,Industrials,Services,Support-Services,CORP,INDU,Serv,Supp,0.04374,0.0436,0.04465,0,5.032,5.032,4.678,4.691,5.032,5.032,5.032,5.186,0.059,0.297,0.297,0.297,0.297,1,,,,,ICE BofA US High Yield Index,SENR,4.438,,-0.002,0.214,3.808,0.649,0,0,0,0,0.208,3.82,0.656,0,0,0,0,0,0,6/18/2021,Americas,Call:MakeW,94.615,0.303,1.917,0.849,-0.277,4.883,6.314,0.303,0.766,3.024,86.912,0.292,0.581,1.301,0.911,1.61,3.297,7.477,0.581,1.129,2.332,0.546,0,180,191,-11,-23,-13,-20,-88,-11,-14,-16,172,184,-12,-27,-15,-23,-99,-12,-16,-14,6.005,6.067,6.097,6.097,6.153,6.097,6.097,23.258,87.835,88.093,0.775347,0.765,180,-12,-25,-17,-28,-97,-12,-21,-20,198,88.093,600,533.2125,600
H0A0,9/1/2023,36740LAA,US36740LAA08,Gates Global Llc/Gates Global Co.,0,GATGLO,6.25,6.25,1/15/2026,2.369,2.369,B3,USD,US,Corporate,Industrials,Automotive,Auto Parts & Equipment,CORP,INDU,Auto,AuPt,0.04649,0.04649,0.04227,0,2.149,2.149,1.318,1.289,2.149,2.152,2.149,2.222,-0.414,0.058,0.058,0.058,0.058,1,,,,,ICE BofA US High Yield Index,SENR,1.194,,0.35,0.898,0.079,0,0,0,0,0.377,0.833,0.062,0,0,0,0,0,0,0,11/22/2019,Americas,Call:MakeW,124.159,-0.008,-0.13,0.287,2.046,5.717,11.419,-0.008,1.639,6.861,98.635,-0.026,-0.009,-0.389,-0.146,1.531,3.28,9.691,-0.009,0.892,4.352,-0.01,0,127,126,1,31,25,-43,-308,1,-19,-153,131,131,0,32,32,-55,-317,0,-30,-170,6.107,6.065,6.719,6.719,6.707,6.719,6.719,99.99,99.004,98.978,0.815972,0.799,192,-3,24,10,-77,-266,-3,-31,-140,139,98.978,568,566.8291,568
